artifact,case_id,family,composite_pass,grounding_pass,llm_success
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q061,party_size,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q062,party_size,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q063,party_size,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q064,party_size,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q065,party_size,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q066,category_browse,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q067,category_browse,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q068,category_browse,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q069,category_browse,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q070,category_browse,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q071,category_browse,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q072,category_browse,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q073,category_browse,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q074,category_browse,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q075,category_browse,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q076,category_browse,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q077,category_browse,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q078,category_browse,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q079,recommend,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q080,recommend,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q081,recommend,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q082,recommend,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q083,recommend,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q084,recommend,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q085,recommend,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q086,recommend,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q087,recommend,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q088,recommend,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q089,recommend,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q090,recommend,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q091,recommend,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q092,follow_up_more,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q093,follow_up_more,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q094,follow_up_more,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q095,follow_up_more,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q096,follow_up_more,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q097,follow_up_more,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q098,follow_up_more,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q099,follow_up_more,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q100,follow_up_more,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q101,follow_up_more,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q102,follow_up_more,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q103,follow_up_more,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q104,follow_up_more,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q105,rejection,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q106,rejection,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q107,rejection,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q108,rejection,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q109,rejection,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q110,rejection,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q111,rejection,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q112,rejection,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q113,rejection,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q114,rejection,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q115,rejection,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q116,rejection,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q117,rejection,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q118,typo_nodiacritic,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q119,typo_nodiacritic,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q120,typo_nodiacritic,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q121,typo_nodiacritic,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q122,typo_nodiacritic,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q123,typo_nodiacritic,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q124,typo_nodiacritic,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q125,typo_nodiacritic,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q126,typo_nodiacritic,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q127,typo_nodiacritic,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q128,typo_nodiacritic,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q129,typo_nodiacritic,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q130,typo_nodiacritic,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q144,payment_faq,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q145,payment_faq,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q146,payment_faq,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q147,payment_faq,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q148,payment_faq,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q149,payment_faq,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q150,payment_faq,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q151,payment_faq,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q152,payment_faq,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q153,payment_faq,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q154,payment_faq,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q155,payment_faq,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q156,payment_faq,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q157,restaurant_info,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q158,restaurant_info,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q159,restaurant_info,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q160,restaurant_info,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q161,restaurant_info,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q162,restaurant_info,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q163,restaurant_info,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q164,restaurant_info,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q165,restaurant_info,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q166,restaurant_info,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q167,restaurant_info,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q168,restaurant_info,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q169,restaurant_info,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q170,promotion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q171,promotion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q172,promotion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q173,promotion,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q174,promotion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q175,promotion,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q176,promotion,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q177,promotion,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q178,promotion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q179,promotion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q180,promotion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q181,promotion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q182,promotion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q183,beverage,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q184,beverage,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q185,beverage,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q186,beverage,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q187,beverage,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q188,beverage,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q189,beverage,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q190,beverage,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q191,beverage,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q192,beverage,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q193,beverage,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q194,beverage,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q195,beverage,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q196,kids_elderly,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q197,kids_elderly,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q198,kids_elderly,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q199,kids_elderly,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q200,kids_elderly,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q201,kids_elderly,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q202,kids_elderly,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q203,kids_elderly,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q204,kids_elderly,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q205,kids_elderly,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q206,kids_elderly,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q207,kids_elderly,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q208,kids_elderly,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q209,occasion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q210,occasion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q211,occasion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q212,occasion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q213,occasion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q214,occasion,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q215,occasion,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q216,occasion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q217,occasion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q218,occasion,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q219,occasion,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q220,occasion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q221,occasion,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q261,combo_pairing,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q262,combo_pairing,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q263,combo_pairing,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q264,combo_pairing,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q265,combo_pairing,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q266,combo_pairing,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q267,combo_pairing,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q268,combo_pairing,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q269,combo_pairing,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q270,combo_pairing,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q271,combo_pairing,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q272,combo_pairing,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q273,combo_pairing,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q274,nutrition,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q275,nutrition,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q276,nutrition,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q277,nutrition,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q278,nutrition,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q279,nutrition,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q280,nutrition,True,True,True
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q281,nutrition,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q282,nutrition,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q283,nutrition,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q284,nutrition,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q285,nutrition,True,True,False
golden_llm_eval_cx_gpt55_v3_full_v3b.json,q286,nutrition,True,True,False
golden_llm_eval_deepseek_v4_full.json,q001,allergy,False,False,True
golden_llm_eval_deepseek_v4_full.json,q002,allergy,True,True,False
golden_llm_eval_deepseek_v4_full.json,q003,allergy,True,True,True
golden_llm_eval_deepseek_v4_full.json,q004,allergy,True,True,True
golden_llm_eval_deepseek_v4_full.json,q005,allergy,True,True,True
golden_llm_eval_deepseek_v4_full.json,q006,allergy,True,True,True
golden_llm_eval_deepseek_v4_full.json,q007,allergy,True,True,True
golden_llm_eval_deepseek_v4_full.json,q008,allergy,True,True,True
golden_llm_eval_deepseek_v4_full.json,q009,allergy,True,True,True
golden_llm_eval_deepseek_v4_full.json,q010,allergy,True,True,True
golden_llm_eval_deepseek_v4_full.json,q011,allergy,True,True,True
golden_llm_eval_deepseek_v4_full.json,q012,allergy,True,True,True
golden_llm_eval_deepseek_v4_full.json,q013,allergy,True,True,True
golden_llm_eval_deepseek_v4_full.json,q014,dietary,True,True,False
golden_llm_eval_deepseek_v4_full.json,q015,dietary,True,True,False
golden_llm_eval_deepseek_v4_full.json,q016,dietary,True,True,True
golden_llm_eval_deepseek_v4_full.json,q017,dietary,True,True,True
golden_llm_eval_deepseek_v4_full.json,q018,dietary,True,True,True
golden_llm_eval_deepseek_v4_full.json,q019,dietary,True,True,False
golden_llm_eval_deepseek_v4_full.json,q020,dietary,True,True,False
golden_llm_eval_deepseek_v4_full.json,q021,dietary,True,True,False
golden_llm_eval_deepseek_v4_full.json,q022,dietary,True,True,False
golden_llm_eval_deepseek_v4_full.json,q023,dietary,True,True,False
golden_llm_eval_deepseek_v4_full.json,q024,dietary,True,True,True
golden_llm_eval_deepseek_v4_full.json,q025,dietary,True,True,False
golden_llm_eval_deepseek_v4_full.json,q026,dietary,True,True,False
golden_llm_eval_deepseek_v4_full.json,q027,spice,True,True,True
golden_llm_eval_deepseek_v4_full.json,q028,spice,True,True,False
golden_llm_eval_deepseek_v4_full.json,q029,spice,True,True,True
golden_llm_eval_deepseek_v4_full.json,q030,spice,True,True,False
golden_llm_eval_deepseek_v4_full.json,q031,spice,True,True,True
golden_llm_eval_deepseek_v4_full.json,q032,spice,True,True,True
golden_llm_eval_deepseek_v4_full.json,q033,spice,True,True,True
golden_llm_eval_deepseek_v4_full.json,q034,spice,True,True,True
golden_llm_eval_deepseek_v4_full.json,q035,spice,True,True,False
golden_llm_eval_deepseek_v4_full.json,q036,spice,True,True,False
golden_llm_eval_deepseek_v4_full.json,q037,spice,True,True,True
golden_llm_eval_deepseek_v4_full.json,q038,spice,True,True,False
golden_llm_eval_deepseek_v4_full.json,q039,spice,True,True,False
golden_llm_eval_deepseek_v4_full.json,q040,budget,True,True,False
golden_llm_eval_deepseek_v4_full.json,q041,budget,True,True,False
golden_llm_eval_deepseek_v4_full.json,q042,budget,True,True,False
golden_llm_eval_deepseek_v4_full.json,q043,budget,True,True,False
golden_llm_eval_deepseek_v4_full.json,q044,budget,True,True,False
golden_llm_eval_deepseek_v4_full.json,q045,budget,True,True,False
golden_llm_eval_deepseek_v4_full.json,q046,budget,True,True,False
golden_llm_eval_deepseek_v4_full.json,q047,budget,True,True,False
golden_llm_eval_deepseek_v4_full.json,q048,budget,True,True,False
golden_llm_eval_deepseek_v4_full.json,q049,budget,True,True,False
golden_llm_eval_deepseek_v4_full.json,q050,budget,True,True,True
golden_llm_eval_deepseek_v4_full.json,q051,budget,True,True,False
golden_llm_eval_deepseek_v4_full.json,q052,budget,True,True,False
golden_llm_eval_deepseek_v4_full.json,q053,party_size,True,True,False
golden_llm_eval_deepseek_v4_full.json,q054,party_size,True,True,False
golden_llm_eval_deepseek_v4_full.json,q055,party_size,True,True,True
golden_llm_eval_deepseek_v4_full.json,q056,party_size,True,True,False
golden_llm_eval_deepseek_v4_full.json,q057,party_size,True,True,False
golden_llm_eval_deepseek_v4_full.json,q058,party_size,True,True,True
golden_llm_eval_deepseek_v4_full.json,q059,party_size,True,True,False
golden_llm_eval_deepseek_v4_full.json,q060,party_size,True,True,False
golden_llm_eval_deepseek_v4_full.json,q061,party_size,True,True,False
golden_llm_eval_deepseek_v4_full.json,q062,party_size,True,True,False
golden_llm_eval_deepseek_v4_full.json,q063,party_size,True,True,False
golden_llm_eval_deepseek_v4_full.json,q064,party_size,True,True,False
golden_llm_eval_deepseek_v4_full.json,q065,party_size,True,True,False
golden_llm_eval_deepseek_v4_full.json,q066,category_browse,True,True,False
golden_llm_eval_deepseek_v4_full.json,q067,category_browse,True,True,False
golden_llm_eval_deepseek_v4_full.json,q068,category_browse,True,True,True
golden_llm_eval_deepseek_v4_full.json,q069,category_browse,True,True,False
golden_llm_eval_deepseek_v4_full.json,q070,category_browse,True,True,False
golden_llm_eval_deepseek_v4_full.json,q071,category_browse,True,True,False
golden_llm_eval_deepseek_v4_full.json,q072,category_browse,True,True,True
golden_llm_eval_deepseek_v4_full.json,q073,category_browse,True,True,False
golden_llm_eval_deepseek_v4_full.json,q074,category_browse,True,True,False
golden_llm_eval_deepseek_v4_full.json,q075,category_browse,True,True,False
golden_llm_eval_deepseek_v4_full.json,q076,category_browse,True,True,False
golden_llm_eval_deepseek_v4_full.json,q077,category_browse,True,True,False
golden_llm_eval_deepseek_v4_full.json,q078,category_browse,True,True,True
golden_llm_eval_deepseek_v4_full.json,q079,recommend,True,True,False
golden_llm_eval_deepseek_v4_full.json,q080,recommend,True,True,False
golden_llm_eval_deepseek_v4_full.json,q081,recommend,True,True,True
golden_llm_eval_deepseek_v4_full.json,q082,recommend,True,True,False
golden_llm_eval_deepseek_v4_full.json,q083,recommend,True,True,False
golden_llm_eval_deepseek_v4_full.json,q084,recommend,True,True,False
golden_llm_eval_deepseek_v4_full.json,q085,recommend,True,True,True
golden_llm_eval_deepseek_v4_full.json,q086,recommend,False,False,True
golden_llm_eval_deepseek_v4_full.json,q087,recommend,True,True,True
golden_llm_eval_deepseek_v4_full.json,q088,recommend,True,True,True
golden_llm_eval_deepseek_v4_full.json,q089,recommend,True,True,True
golden_llm_eval_deepseek_v4_full.json,q090,recommend,True,True,True
golden_llm_eval_deepseek_v4_full.json,q091,recommend,True,True,False
golden_llm_eval_deepseek_v4_full.json,q092,follow_up_more,True,True,True
golden_llm_eval_deepseek_v4_full.json,q093,follow_up_more,True,True,False
golden_llm_eval_deepseek_v4_full.json,q094,follow_up_more,True,True,False
golden_llm_eval_deepseek_v4_full.json,q095,follow_up_more,False,False,True
golden_llm_eval_deepseek_v4_full.json,q096,follow_up_more,True,True,True
golden_llm_eval_deepseek_v4_full.json,q097,follow_up_more,True,True,True
golden_llm_eval_deepseek_v4_full.json,q098,follow_up_more,True,True,True
golden_llm_eval_deepseek_v4_full.json,q099,follow_up_more,True,True,False
golden_llm_eval_deepseek_v4_full.json,q100,follow_up_more,True,True,True
golden_llm_eval_deepseek_v4_full.json,q101,follow_up_more,True,True,False
golden_llm_eval_deepseek_v4_full.json,q102,follow_up_more,True,True,True
golden_llm_eval_deepseek_v4_full.json,q103,follow_up_more,True,True,True
golden_llm_eval_deepseek_v4_full.json,q104,follow_up_more,True,True,False
golden_llm_eval_deepseek_v4_full.json,q105,rejection,True,True,False
golden_llm_eval_deepseek_v4_full.json,q106,rejection,True,True,False
golden_llm_eval_deepseek_v4_full.json,q107,rejection,True,True,True
golden_llm_eval_deepseek_v4_full.json,q108,rejection,True,True,False
golden_llm_eval_deepseek_v4_full.json,q109,rejection,True,True,True
golden_llm_eval_deepseek_v4_full.json,q110,rejection,True,True,True
golden_llm_eval_deepseek_v4_full.json,q111,rejection,True,True,False
golden_llm_eval_deepseek_v4_full.json,q112,rejection,True,True,True
golden_llm_eval_deepseek_v4_full.json,q113,rejection,True,True,True
golden_llm_eval_deepseek_v4_full.json,q114,rejection,True,True,True
golden_llm_eval_deepseek_v4_full.json,q115,rejection,True,True,False
golden_llm_eval_deepseek_v4_full.json,q116,rejection,True,True,True
golden_llm_eval_deepseek_v4_full.json,q117,rejection,True,True,False
golden_llm_eval_deepseek_v4_full.json,q118,typo_nodiacritic,True,True,False
golden_llm_eval_deepseek_v4_full.json,q119,typo_nodiacritic,True,True,False
